,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Lavrentiya,RU,65.5833,-171.0,30.58,98,100,14.23,light snow
347,Kaitangata,NZ,-46.2817,169.8464,54.46,61,2,1.88,clear sky
348,Petropavlovka,RU,50.6114,105.3196,42.82,51,84,4.54,broken clouds
349,Etchojoa,MX,26.9167,-109.6333,94.89,15,95,20.74,overcast clouds
350,Maniitsoq,GL,65.4167,-52.9,24.19,83,100,3.47,overcast clouds
351,Pinega,RU,64.7001,43.3936,33.12,98,100,5.84,overcast clouds
352,Deniliquin,AU,-35.5333,144.9667,68.63,42,100,7.14,light rain
353,Buraydah,SA,26.326,43.975,69.66,17,0,9.75,clear sky
354,Ponta Do Sol,PT,32.6667,-17.1,68.63,50,98,12.03,overcast clouds
355,Norman Wells,CA,65.282,-126.8329,21.43,69,75,5.82,broken clouds
356,Middelburg,ZA,-25.7751,29.4648,54.27,96,100,2.77,light rain
357,Havoysund,NO,70.9963,24.6622,43.03,97,100,15.59,overcast clouds
358,Rundu,NA,-17.9333,19.7667,64.89,91,39,1.99,light rain
359,Itarema,BR,-2.9248,-39.9167,77.92,86,88,6.91,overcast clouds
360,Saint Cloud,US,45.5608,-94.1625,35.92,87,100,8.05,mist
361,Ginir,ET,7.1333,40.7,59.9,74,97,4.72,overcast clouds
362,Luderitz,NA,-26.6481,15.1594,67.44,50,0,12.1,clear sky
363,Hurricane,US,37.1753,-113.2899,86.34,11,0,5.77,clear sky
364,Qui Nhon,VN,13.7667,109.2333,73.87,89,86,6.31,overcast clouds
365,Shemordan,RU,56.1856,50.3972,31.89,98,100,9.48,light snow
366,Dakar,SN,14.6937,-17.4441,67.08,89,54,21.23,broken clouds
367,Itaituba,BR,-4.2761,-55.9836,75.18,98,100,1.03,overcast clouds
368,Camacha,PT,33.0833,-16.3333,60.22,72,40,6.91,scattered clouds
369,Mao,ES,39.8885,4.2658,52.36,76,0,2.3,clear sky
370,Tiznit,MA,29.5833,-9.5,73.42,23,100,1.1,overcast clouds
371,Manjacaze,MZ,-24.7117,33.8828,68.65,96,100,9.51,light rain
372,Pitsunda,GE,43.1592,40.3378,59.18,54,100,13.13,overcast clouds
373,Beloha,MG,-25.1667,45.05,72.95,89,82,10.0,broken clouds
374,Ambon,ID,-3.6954,128.1814,82.0,75,67,4.5,broken clouds
375,Stephenville,US,32.2207,-98.2023,84.33,28,0,5.75,clear sky
376,Zhigansk,RU,66.7697,123.3711,28.02,79,100,29.62,overcast clouds
377,Luanda,AO,-8.8368,13.2343,78.8,89,75,8.05,broken clouds
378,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,77,68,10.85,broken clouds
379,Pontianak,ID,-0.0333,109.3333,76.98,94,75,3.44,moderate rain
380,Roma,US,43.2128,-75.4557,43.83,47,0,14.0,clear sky
381,Scalea,IT,39.813,15.7956,50.88,68,100,7.99,overcast clouds
382,Pevek,RU,69.7008,170.3133,7.99,87,29,0.96,scattered clouds
383,Parati,BR,-23.2178,-44.7131,66.87,93,88,2.28,overcast clouds
384,Acarau,BR,-2.8856,-40.12,78.49,85,83,7.34,broken clouds
385,Camacupa,AO,-12.0167,17.4833,60.96,97,100,3.27,light rain
386,Port Lincoln,AU,-34.7333,135.8667,61.68,67,100,11.16,light rain
387,Talnakh,RU,69.4865,88.3972,4.21,97,100,4.88,light snow
388,Khadro,PK,26.1472,68.7176,82.44,63,32,12.77,scattered clouds
389,Manzhouli,CN,49.6,117.4333,43.21,54,99,13.09,overcast clouds
390,Langxiang,CN,46.95,128.8833,39.94,43,1,2.71,clear sky
391,Rio Gallegos,AR,-51.6226,-69.2181,50.05,81,100,25.32,light rain
392,Kamenskiy,RU,50.8855,45.488,52.81,67,100,6.55,overcast clouds
393,Marsala,IT,37.7966,12.4352,55.89,73,98,17.96,overcast clouds
394,Aswan,EG,24.0934,32.907,85.32,13,7,6.64,clear sky
395,Tilichiki,RU,60.4667,166.1,22.32,82,42,6.08,scattered clouds
396,Kenai,US,60.5544,-151.2583,46.02,52,100,3.44,overcast clouds
397,Porto-Vecchio,FR,41.591,9.2795,49.53,87,0,3.44,clear sky
398,Balkanabat,TM,39.5108,54.3671,53.38,86,76,1.59,broken clouds
399,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,66.6,60,0,6.06,clear sky
400,Cayenne,GF,4.9333,-52.3333,81.09,1,84,4.61,broken clouds
401,Deputatskiy,RU,69.3,139.9,4.91,96,99,3.29,overcast clouds
402,Cicevac,RS,43.7188,21.4408,38.8,88,100,3.89,overcast clouds
403,Yarim,YE,14.298,44.3779,59.54,47,76,2.82,broken clouds
404,Portland,US,45.5234,-122.6762,60.62,45,100,8.05,overcast clouds
405,Klerksdorp,ZA,-26.8521,26.6667,57.24,83,100,5.01,light rain
406,Katobu,ID,-4.9408,122.5276,77.04,92,100,2.3,overcast clouds
407,Macamic,CA,48.7502,-78.9996,32.16,66,100,6.76,overcast clouds
408,Katherine,AU,-14.4667,132.2667,77.32,73,12,0.0,few clouds
409,Mandalgovi,MN,45.7625,106.2708,37.67,42,2,8.68,clear sky
410,Dauphin,CA,51.1494,-100.0502,26.74,74,100,3.44,overcast clouds
411,Tura,IN,25.5198,90.2201,67.3,84,0,5.37,clear sky
412,Kjollefjord,NO,70.9457,27.3465,42.85,87,75,19.57,broken clouds
413,Yulara,AU,-25.2406,130.9889,67.01,37,3,7.47,clear sky
414,Teruel,ES,40.6667,-0.6667,48.76,73,100,1.5,overcast clouds
415,Hudson Bay,CA,52.85,-102.3842,30.18,87,100,1.79,snow
416,Port Elizabeth,ZA,-33.918,25.5701,62.89,97,75,10.36,heavy intensity rain
417,Alamosa,US,37.4695,-105.87,66.18,11,0,17.27,clear sky
418,Gazli,UZ,40.1333,63.45,68.47,38,100,17.45,overcast clouds
419,Visby,SE,57.6409,18.296,32.22,74,23,2.3,few clouds
420,Aklavik,CA,68.2191,-135.0107,20.05,76,100,14.52,overcast clouds
421,Banda Aceh,ID,5.5577,95.3222,78.37,81,87,4.54,overcast clouds
422,Nantucket,US,41.2835,-70.0995,46.51,59,75,17.27,broken clouds
423,Belmonte,BR,-15.8631,-38.8828,76.21,82,100,15.88,overcast clouds
424,Yima,CN,34.7381,111.8839,51.19,55,74,11.3,broken clouds
425,Chanthaburi,TH,12.8333,102.1667,70.14,92,100,2.3,overcast clouds
426,Lucea,JM,18.451,-78.1736,76.86,72,10,5.3,clear sky
427,Kadoma,JP,34.7333,135.5833,63.18,56,100,5.88,overcast clouds
428,Koboko,UG,3.4136,30.9599,68.0,63,57,3.09,broken clouds
429,Codrington,AU,-38.2667,141.9667,59.41,79,100,10.0,moderate rain
430,Aquiraz,BR,-3.9014,-38.3911,82.18,86,75,5.37,broken clouds
431,Kano,NG,12.0001,8.5167,80.71,59,100,15.5,overcast clouds
432,Tucupita,VE,9.0622,-62.051,80.47,61,93,7.72,overcast clouds
433,Miquelon,PM,47.0975,-56.3814,38.55,99,100,19.93,overcast clouds
434,Avera,US,33.194,-82.5271,77.05,68,100,5.73,overcast clouds
435,Copiapo,CL,-27.3667,-70.3333,56.89,61,0,2.71,clear sky
436,El Campo,US,29.1966,-96.2697,84.49,61,0,9.22,clear sky
437,Chornobayivka,UA,46.6941,32.5537,41.29,89,100,13.49,light rain
438,Saldus,LV,56.6636,22.4881,32.4,70,74,4.68,broken clouds
439,Swansea,GB,51.6208,-3.9432,51.19,90,49,3.0,scattered clouds
440,Balabac,PH,7.9868,117.0645,82.04,77,94,11.83,overcast clouds
441,Bollnas,SE,61.3482,16.3946,44.96,81,100,2.26,overcast clouds
442,Bintulu,MY,3.1667,113.0333,76.96,88,98,5.1,overcast clouds
443,Lakes Entrance,AU,-37.8811,147.981,62.17,77,100,5.53,light rain
444,Nouadhibou,MR,20.931,-17.0347,64.9,91,100,11.95,overcast clouds
445,Areado,BR,-21.3586,-46.1456,60.17,83,8,3.24,clear sky
446,Ibra,OM,22.6906,58.5334,77.56,48,1,1.28,clear sky
447,Yekepa,LR,7.5753,-8.5419,70.34,93,100,1.39,overcast clouds
448,Fatsa,TR,41.0278,37.5014,53.4,53,100,8.9,overcast clouds
449,Diplo,PK,24.4667,69.584,76.75,91,17,11.25,few clouds
450,Myanaung,MM,18.2833,95.3167,81.12,71,42,2.21,scattered clouds
451,Nago,JP,26.5881,127.9761,68.43,66,31,1.81,scattered clouds
452,Manyana,BW,-23.4,21.7167,64.94,79,44,8.25,scattered clouds
453,Teahupoo,PF,-17.8333,-149.2667,80.56,73,24,13.44,few clouds
454,Pitimbu,BR,-7.4706,-34.8086,80.17,79,64,8.61,broken clouds
455,Yazman,PK,29.1212,71.7446,88.68,21,79,13.06,broken clouds
456,Haapiti,PF,-17.5667,-149.8667,85.73,70,5,11.18,light rain
457,Lazaro Cardenas,MX,17.9583,-102.2,80.56,55,100,6.69,overcast clouds
458,Ypsilanti,US,42.2412,-83.613,45.0,48,0,14.97,clear sky
459,Mangaluru,IN,12.8667,74.8833,76.06,78,40,5.75,scattered clouds
460,Nawa,IN,27.0167,75.0,83.57,27,48,17.87,scattered clouds
461,Skagen,DK,57.7209,10.5839,44.1,75,8,7.83,clear sky
462,Grand Forks,US,47.9417,-97.4337,31.93,93,100,16.11,snow
463,Haines Junction,CA,60.7522,-137.5108,31.41,48,87,3.27,overcast clouds
464,Odweyne,SO,9.4092,45.064,73.04,62,84,6.17,broken clouds
465,Moindou,NC,-21.6924,165.677,78.55,64,76,2.28,broken clouds
466,Nemuro,JP,43.3236,145.575,41.65,81,52,9.24,broken clouds
467,Currais Novos,BR,-6.2608,-36.5178,73.72,91,95,11.36,light rain
468,Tabou,CI,4.423,-7.3528,76.95,84,100,1.28,overcast clouds
469,Omboue,GA,-1.5746,9.2618,78.42,91,100,4.83,overcast clouds
470,Lompoc,US,34.6391,-120.4579,75.69,66,0,21.99,clear sky
471,Barmer,IN,25.75,71.3833,77.59,56,12,8.61,few clouds
472,Arlit,NE,18.7369,7.3853,76.44,13,89,6.93,overcast clouds
473,Doba,TD,8.65,16.85,87.06,41,56,7.47,broken clouds
474,Kolosovka,RU,56.4678,73.611,32.18,87,26,5.37,scattered clouds
475,Sorland,NO,67.667,12.6934,42.89,83,100,17.22,overcast clouds
476,Maningrida,AU,-12.0667,134.2667,77.09,81,100,9.26,overcast clouds
477,Derzhavinsk,KZ,51.1,66.3167,50.43,64,100,9.69,overcast clouds
478,Ler,SS,8.3018,30.1418,83.1,46,9,4.18,clear sky
479,Kardla,EE,58.9978,22.7492,36.39,68,58,4.81,broken clouds
480,Anloga,GH,5.7947,0.8973,82.83,80,95,14.27,light rain
481,Yangambi,CD,0.8102,24.4336,73.8,78,35,2.37,scattered clouds
482,Iracoubo,GF,5.4802,-53.2011,77.43,86,33,11.07,scattered clouds
483,Danville,US,36.586,-79.395,65.88,54,75,10.36,broken clouds
484,Yenagoa,NG,4.9247,6.2642,77.85,91,85,4.79,light rain
485,Puerto Leguizamo,CO,-0.1934,-74.7819,74.75,95,99,1.07,overcast clouds
486,Aykhal,RU,66.0,111.5,27.77,95,99,17.16,light snow
487,Sri Aman,MY,1.2376,111.4621,73.74,99,95,0.4,overcast clouds
488,Looc,PH,12.2605,121.9926,80.19,78,84,7.16,broken clouds
489,Dinguiraye,GN,11.3,-10.7167,89.26,32,65,9.4,broken clouds
490,Imeni Poliny Osipenko,RU,52.4201,136.4853,27.72,90,96,1.36,overcast clouds
491,College,US,64.8569,-147.8028,39.22,25,0,9.22,clear sky
492,Tambacounda,SN,13.7539,-13.7586,93.4,15,2,5.35,clear sky
493,Cananeia,BR,-25.0147,-47.9267,66.74,81,56,3.47,broken clouds
494,Adrar,MR,20.5022,-10.0711,78.73,13,49,12.1,scattered clouds
495,Yingcheng,CN,30.95,113.55,53.4,82,100,6.78,overcast clouds
496,Nizhnevartovsk,RU,60.9344,76.5531,24.82,74,100,2.24,overcast clouds
497,Hasaki,JP,35.7333,140.8333,61.2,65,74,9.55,broken clouds
498,Lincoln,US,40.8,-96.667,50.0,63,40,8.05,scattered clouds
499,Kirakira,SB,-10.4544,161.9205,84.51,69,89,8.39,overcast clouds
500,Pacifica,US,37.6138,-122.4869,67.6,65,20,23.02,few clouds
501,Crotone,IT,39.0851,17.1178,52.2,76,100,29.82,overcast clouds
502,Mogzon,RU,51.7435,111.9606,38.34,76,42,4.63,scattered clouds
503,Maraa,BR,-1.8333,-65.3667,75.16,97,78,2.95,broken clouds
504,Cuamba,MZ,-14.8031,36.5372,66.97,97,6,3.31,clear sky
505,Trofors,NO,65.5333,13.4063,30.18,88,92,4.83,overcast clouds
506,Leningradskiy,RU,69.3833,178.4167,15.1,88,80,3.76,broken clouds
507,Kapoeta,SS,4.7717,33.5903,81.28,53,100,3.38,overcast clouds
508,Sebastian,US,35.1668,-94.2669,53.91,96,100,3.69,overcast clouds
509,Arman,RU,59.7,150.1667,30.02,73,100,2.53,overcast clouds
510,Micheweni,TZ,-4.9667,39.8333,79.72,85,94,10.87,light rain
511,Yumen,CN,40.2833,97.2,39.88,29,0,6.29,clear sky
512,Cao Bang,VN,22.6667,106.25,60.76,97,100,1.7,overcast clouds
513,Skibbereen,IE,51.55,-9.2667,45.1,76,24,7.94,few clouds
514,Gushikawa,JP,26.3544,127.8686,69.03,77,100,4.61,overcast clouds
515,Arroyo Grande,US,35.1186,-120.5907,81.25,57,0,21.85,clear sky
516,Sao Filipe,CV,14.8961,-24.4956,71.98,77,2,8.68,clear sky
517,Redcliffe,AU,-27.2307,153.0973,73.27,83,75,10.36,broken clouds
518,Millinocket,US,45.6573,-68.7098,42.91,45,100,8.05,overcast clouds
519,Fenelon Falls,CA,44.5334,-78.7496,43.81,51,99,11.77,overcast clouds
520,Sulangan,PH,11.1373,123.7228,81.63,74,89,10.89,overcast clouds
521,Beringovskiy,RU,63.05,179.3167,31.03,98,100,9.4,light snow
522,Boguchany,RU,58.3814,97.4531,39.67,80,100,9.84,overcast clouds
523,Vagur,FO,61.4732,-6.8119,46.09,97,100,15.43,light rain
524,Sangar,RU,63.9242,127.4739,23.5,84,100,19.39,overcast clouds
525,Diamantino,BR,-14.4086,-56.4461,74.23,80,93,3.67,overcast clouds
526,Muros,ES,42.7762,-9.0603,57.83,79,24,12.3,few clouds
527,Ganganagar,IN,29.9167,73.8833,81.32,13,5,7.29,clear sky
528,Oktyabrskiy,RU,54.4815,53.471,42.24,85,97,5.5,overcast clouds
529,Balykshi,KZ,47.0667,51.8667,46.4,81,0,4.47,clear sky
530,Concepcion Del Oro,MX,24.6333,-101.4167,84.36,8,24,13.56,few clouds
531,Caibarien,CU,22.5206,-79.4669,81.72,69,3,9.66,clear sky
532,Nioro,GM,13.35,-15.75,79.74,43,3,10.74,clear sky
533,Pimenta Bueno,BR,-11.6725,-61.1936,74.71,85,94,3.47,overcast clouds
534,Cap Malheureux,MU,-19.9842,57.6142,75.47,91,30,3.0,scattered clouds
535,Inirida,CO,3.8653,-67.9239,75.2,95,96,3.56,overcast clouds
536,Saint-Augustin,CA,51.226,-58.6502,37.2,98,100,18.68,overcast clouds
537,Winnemucca,US,40.973,-117.7357,66.25,11,0,12.66,clear sky
538,Carballo,ES,43.213,-8.691,56.75,94,96,7.18,overcast clouds
539,Umm Lajj,SA,25.0213,37.2685,83.84,31,100,10.45,overcast clouds
540,Shimoda,JP,34.6667,138.95,55.11,80,100,8.46,overcast clouds
541,Santa Rosa,PH,14.3122,121.1114,82.38,74,29,11.5,scattered clouds
542,Xiongyue,CN,40.1774,122.1228,50.45,65,86,6.44,overcast clouds
543,Dolores Hidalgo,MX,21.1561,-100.9308,90.86,7,65,9.62,broken clouds
544,Abu Zabad,SD,12.35,29.25,86.0,24,8,5.28,clear sky
545,Kalkar,DE,51.7333,6.3,50.02,51,0,3.44,clear sky
546,Point Pleasant,US,40.0832,-74.0682,50.95,33,20,16.11,few clouds
547,Vostok,RU,46.4856,135.8833,34.97,59,20,7.25,few clouds
548,Tual,ID,-5.6667,132.75,84.54,73,100,11.5,overcast clouds
549,Kompaniyivka,UA,48.2511,32.208,37.09,78,100,9.17,overcast clouds
550,Zyryanka,RU,65.75,150.85,15.06,92,100,5.73,overcast clouds
551,Gumdag,TM,39.2061,54.5906,53.64,84,85,3.04,overcast clouds
552,Kalemie,CD,-5.9475,29.1947,70.34,87,8,0.43,clear sky
553,Asyut,EG,27.181,31.1837,86.14,10,66,8.01,broken clouds
554,Krasnoselkup,RU,65.7,82.4667,10.33,95,87,11.36,overcast clouds
555,Lar,IN,26.2039,83.9717,82.18,11,0,3.22,clear sky
556,Popova,RU,42.9603,131.7228,41.5,58,46,7.4,scattered clouds
557,San Andres,CO,12.5847,-81.7006,80.26,77,26,10.63,scattered clouds
558,Nalut,LY,30.3333,10.85,61.05,33,0,6.93,clear sky
559,Mirnyy,RU,62.5353,113.9611,39.24,60,96,11.01,overcast clouds
560,Karasburg,NA,-28.0167,18.75,67.06,35,0,9.33,clear sky
561,El Terrero,HN,14.0667,-87.0667,83.25,48,75,6.91,broken clouds
562,Shu,KZ,43.5983,73.7614,58.06,44,31,6.96,scattered clouds
563,Talaya,RU,61.3833,152.75,11.1,87,100,0.74,overcast clouds
564,Muroto,JP,33.2833,134.15,61.45,55,100,4.59,overcast clouds
565,Yatou,CN,37.15,122.3833,53.92,51,100,6.17,overcast clouds
566,Moussoro,TD,13.6408,16.4901,91.67,22,45,9.48,scattered clouds
567,Sur,OM,22.5667,59.5289,85.17,52,3,10.6,clear sky
568,Marsabit,KE,2.3284,37.9899,67.15,77,100,12.55,overcast clouds
569,Road Town,VG,18.4167,-64.6167,78.89,83,40,12.66,scattered clouds
570,Whitehorse,CA,60.7161,-135.0538,32.02,50,100,4.61,overcast clouds
571,Lafia,NG,8.4833,8.5167,79.27,78,99,4.05,moderate rain
572,Berasia,IN,23.6333,77.4333,84.29,17,2,12.1,clear sky
573,Srednekolymsk,RU,67.45,153.6833,16.41,86,99,6.35,overcast clouds
574,Pustoshka,RU,56.3355,29.369,30.87,86,28,4.9,scattered clouds
575,Soanierana Ivongo,MG,-16.9167,49.5833,73.72,92,32,4.29,light rain
576,Lillehammer,NO,61.1146,10.4674,36.48,89,100,3.51,overcast clouds
577,Sidi Ali,DZ,36.0998,0.4206,59.25,67,29,2.57,scattered clouds
578,Zhangjiakou,CN,40.81,114.8794,47.61,58,24,4.0,few clouds
579,Brae,GB,60.3964,-1.353,46.56,76,96,18.3,overcast clouds
580,Oranjemund,NA,-28.55,16.4333,59.09,76,0,7.38,clear sky
581,Puerto Madryn,AR,-42.7692,-65.0385,60.44,77,0,19.73,clear sky
582,Yinchuan,CN,38.4681,106.2731,45.25,38,0,2.19,clear sky
583,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.97,75,1,5.55,clear sky
584,Ust-Nera,RU,64.5667,143.2,15.15,92,95,2.98,overcast clouds
585,Calama,CL,-22.4667,-68.9333,61.29,11,0,13.8,clear sky
586,Garoua,CM,9.3,13.4,89.56,44,75,6.62,broken clouds
587,Grindavik,IS,63.8424,-22.4338,41.47,70,75,8.05,broken clouds
588,Spearfish,US,44.4908,-103.8594,40.87,42,70,24.16,broken clouds
589,Gweta,BW,-20.1833,25.2333,68.56,78,34,14.29,scattered clouds
590,Mirabad,AF,30.4362,61.8383,69.31,47,24,18.03,few clouds
591,Ambilobe,MG,-13.2,49.05,71.87,90,50,3.18,scattered clouds
592,Dubbo,AU,-32.25,148.6167,64.53,72,74,5.75,broken clouds
593,Urengoy,RU,65.9667,78.3667,11.77,94,100,10.02,overcast clouds
594,Yamada,JP,39.4667,141.95,54.1,58,48,4.52,scattered clouds
595,Kushiro,JP,42.975,144.3747,44.65,79,72,7.29,broken clouds
596,Oistins,BB,13.0667,-59.5333,78.89,73,40,18.41,scattered clouds
597,Sungaipenuh,ID,-2.0833,101.3833,66.52,97,100,1.86,overcast clouds
598,Ban Nahin,LA,18.2418,104.2122,70.34,95,86,3.67,overcast clouds
599,Piranhas,BR,-16.4269,-51.8222,69.93,55,100,5.39,overcast clouds
600,Kutum,SD,14.2,24.6667,77.22,17,7,1.81,clear sky
601,Formosa Do Rio Preto,BR,-11.0483,-45.1931,71.91,96,90,3.4,overcast clouds
602,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.61,74,2,10.36,clear sky
603,Oranjestad,AW,12.524,-70.027,80.55,74,20,25.32,few clouds
604,Sola,VU,-13.8833,167.55,82.06,72,68,5.12,broken clouds
605,Cockburn Town,TC,21.4612,-71.1419,78.76,78,75,9.22,broken clouds
606,Ube,JP,33.9431,131.2511,55.38,61,75,4.61,broken clouds
607,Kachiry,KZ,53.0675,76.1036,49.89,60,100,10.98,overcast clouds
608,Awbari,LY,26.5921,12.7805,64.58,33,49,6.71,scattered clouds
609,Rawson,AR,-43.3002,-65.1023,60.67,74,1,24.49,clear sky
610,Pundaguitan,PH,6.3711,126.1689,80.91,76,100,5.08,overcast clouds
611,Rosarito,MX,32.3333,-117.0333,75.63,61,1,14.27,clear sky
612,Yanam,IN,16.7333,82.2167,76.68,76,66,3.49,broken clouds
613,Slave Lake,CA,55.2834,-114.769,37.38,52,75,4.61,broken clouds
614,Bahia Blanca,AR,-38.7196,-62.2724,62.74,61,28,6.04,scattered clouds
615,Bubaque,GW,11.2833,-15.8333,75.2,76,38,20.51,scattered clouds
616,Abha,SA,18.2164,42.5053,64.65,37,20,0.0,few clouds
617,Tessalit,ML,20.1986,1.0114,74.37,22,0,10.33,clear sky
618,Saint Anthony,US,45.0205,-93.218,37.87,90,100,8.05,snow
619,Fayaoue,NC,-20.65,166.5333,78.69,70,100,2.95,overcast clouds
620,Uberaba,BR,-19.7483,-47.9319,69.3,64,65,4.32,broken clouds
621,Kapit,MY,2.0167,112.9333,73.74,100,94,1.19,overcast clouds
622,Mamlyutka,KZ,54.9375,68.5394,38.21,65,80,5.68,broken clouds
623,Strezhevoy,RU,60.7333,77.5889,13.64,98,52,3.98,broken clouds
624,Port Moresby,PG,-9.4431,147.1797,85.42,70,20,8.05,haze
625,Prince Albert,CA,53.2001,-105.7677,35.55,41,75,6.91,broken clouds
626,Corozal,CO,9.3151,-75.2928,80.55,79,99,8.25,overcast clouds
627,Morondava,MG,-20.2833,44.2833,81.12,82,1,7.18,clear sky
628,Shenjiamen,CN,29.9576,122.298,56.12,68,100,1.41,overcast clouds
629,Litovko,RU,49.2361,135.1742,34.83,85,100,4.54,overcast clouds
630,Acajutla,SV,13.5928,-89.8275,85.75,63,100,8.03,overcast clouds
631,Vila,PT,42.0304,-8.1588,48.7,76,1,5.03,clear sky
632,Goryachegorsk,RU,55.4053,88.9154,41.9,93,91,4.92,overcast clouds
633,Cairns,AU,-16.9167,145.7667,81.07,81,40,8.05,scattered clouds
634,Jacareacanga,BR,-6.2222,-57.7528,73.54,98,82,1.52,broken clouds
635,Sam Chuk,TH,14.7576,100.0899,77.65,75,74,2.93,broken clouds
636,Abalak,RU,58.1286,68.5944,29.61,82,83,3.31,broken clouds
637,Acari,PE,-15.4311,-74.6158,69.12,76,14,5.68,few clouds
638,Paamiut,GL,61.994,-49.6678,26.38,81,99,1.43,overcast clouds
639,Nizhnyaya Tavda,RU,57.6731,66.1725,31.3,80,91,3.96,overcast clouds
640,Macae,BR,-22.3708,-41.7869,67.75,83,0,1.14,clear sky
641,Sakaiminato,JP,35.55,133.2333,49.98,76,75,4.61,broken clouds
642,Atyrau,KZ,47.1167,51.8833,46.42,81,0,4.47,clear sky
643,Dubovskoye,RU,47.4092,42.7575,52.81,60,100,10.13,overcast clouds
644,Bawku,GH,11.0616,-0.2417,92.64,13,100,7.67,overcast clouds
645,Westport,US,41.1415,-73.3579,48.2,40,40,13.8,scattered clouds
646,Seybaplaya,MX,19.65,-90.6667,83.66,69,0,16.93,clear sky
647,Tombouctou,ML,20.0,-3.0,74.84,23,0,10.25,clear sky
648,Nelson Bay,AU,-32.7167,152.15,69.1,83,27,4.99,scattered clouds
649,Niquero,CU,20.0431,-77.5828,79.0,73,24,10.65,few clouds
650,Smithers,CA,54.7804,-127.1743,50.32,18,40,2.3,scattered clouds
651,Nanchong,CN,30.7951,106.0847,52.7,94,94,4.03,overcast clouds
652,Moryakovskiy Zaton,RU,56.6956,84.6467,38.28,83,70,6.29,broken clouds
653,Dawei,MM,14.0833,98.2,76.35,90,12,2.77,few clouds
654,Zvishavane,ZW,-20.3267,30.0665,59.67,97,100,3.67,overcast clouds
655,Bara,NG,10.3744,10.7288,85.5,51,94,4.68,overcast clouds
656,Teknaf,BD,20.8624,92.3058,78.28,90,68,1.07,broken clouds
657,Huarmey,PE,-10.0681,-78.1522,68.7,80,1,11.45,clear sky
658,Peleduy,RU,59.6289,112.7406,40.15,97,99,9.22,light rain
659,Maihar,IN,24.2667,80.75,84.09,14,4,2.75,clear sky
660,Tel Aviv-Yafo,IL,32.0805,34.7805,89.78,12,0,11.5,clear sky
661,Caxito,AO,-8.5785,13.6643,75.24,98,100,2.86,light rain
662,Eydhafushi,MV,5.1033,73.0708,83.46,75,100,8.93,overcast clouds
663,Hoquiam,US,46.9809,-123.8893,58.44,47,20,9.22,few clouds
664,Huntington,US,38.4193,-82.4452,55.31,39,0,10.36,clear sky
665,Zheleznogorsk-Ilimskiy,RU,56.5768,104.1217,40.66,96,100,6.22,overcast clouds
666,Mosetse,BW,-20.75,26.65,62.69,86,81,11.99,broken clouds
667,Soc Trang,VN,9.6033,105.98,80.22,81,65,7.58,broken clouds
668,Acatic,MX,20.7833,-102.8833,93.76,7,96,8.01,overcast clouds
669,Vila Velha,BR,-20.3297,-40.2925,75.15,81,75,10.36,broken clouds
670,Champerico,GT,14.3,-91.9167,90.14,65,76,12.15,broken clouds
671,Iranshahr,IR,27.2025,60.6848,78.12,32,14,2.01,few clouds
672,Phan Thiet,VN,10.9333,108.1,77.49,86,55,8.9,broken clouds
673,Leopold,AU,-38.1833,144.4667,60.64,96,100,8.05,light intensity shower rain
674,Raga,SS,8.4596,25.678,81.0,44,40,4.12,scattered clouds
675,Collie,AU,-33.3667,116.15,46.62,83,11,1.86,few clouds
676,Fuerte Olimpo,PY,-21.0415,-57.8738,72.1,55,49,5.59,scattered clouds
677,Santa Rosalia,MX,27.3167,-112.2833,81.81,25,99,8.95,overcast clouds
678,Chinsali,ZM,-10.5414,32.0816,62.02,98,28,5.82,scattered clouds
679,Bijar,IR,35.8668,47.6051,41.05,51,0,2.3,clear sky
680,Maku,IR,39.2911,44.4521,49.42,49,60,3.18,broken clouds
681,Eureka,US,40.8021,-124.1637,60.21,57,100,4.0,overcast clouds
682,Lakatoro,VU,-16.0999,167.4164,84.2,71,71,3.94,broken clouds
683,Ruteng,ID,-8.6136,120.4721,64.4,92,95,1.59,overcast clouds
684,Charters Towers,AU,-20.1,146.2667,74.57,62,0,11.99,clear sky
685,Inhambane,MZ,-23.865,35.3833,72.21,91,96,5.17,moderate rain
686,Hualmay,PE,-11.0964,-77.6139,67.19,83,6,12.03,clear sky
687,Hambantota,LK,6.1241,81.1185,79.38,85,87,8.9,overcast clouds
688,Porto Nacional,BR,-10.7081,-48.4172,78.8,89,98,1.05,overcast clouds
689,Yuncheng,CN,35.0231,110.9928,48.63,64,5,5.5,clear sky
690,Chadiza,ZM,-14.0678,32.4392,62.87,99,22,3.71,few clouds
691,Vuktyl,RU,63.8567,57.3094,24.85,96,71,6.06,broken clouds
692,Brookings,US,44.3114,-96.7984,40.08,83,100,15.88,overcast clouds
693,Mucurapo,TT,10.6667,-61.5333,79.97,78,99,10.71,overcast clouds
694,Miraflores,MX,19.2167,-98.8083,86.65,13,47,6.29,scattered clouds
695,Gazanjyk,TM,39.2446,55.5154,53.91,83,75,6.98,broken clouds
