City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Opuwo,NA,2022-04-09 02:11:25,-18.0607,13.84,68.25,51,0,0.6
291,Zurrieq,MT,2022-04-09 02:11:26,35.8311,14.4742,57.96,67,0,6.91
292,Geraldton,AU,2022-04-09 02:11:26,-28.7667,114.6,70.21,64,100,14.97
293,Zhoucheng,CN,2022-04-09 02:11:26,35.9122,116.3117,75.07,44,100,13.91
294,Badvel,IN,2022-04-09 02:11:27,14.75,79.05,79.38,77,100,1.52
295,Mogadishu,SO,2022-04-09 02:11:27,2.0371,45.3438,81.61,77,91,12.1
296,Dingle,PH,2022-04-09 02:11:27,10.9995,122.6711,79.21,80,100,4.21
297,Yeppoon,AU,2022-04-09 02:11:27,-23.1333,150.7333,76.78,78,100,18.57
298,Road Town,VG,2022-04-09 02:06:59,18.4167,-64.6167,78.84,73,20,10.36
299,Tasiilaq,GL,2022-04-09 02:11:28,65.6145,-37.6368,19.56,96,100,2.71
300,Dunmore East,IE,2022-04-09 02:11:28,52.1514,-6.9861,36.68,73,14,9.64
301,Camacupa,AO,2022-04-09 02:11:29,-12.0167,17.4833,59.83,97,74,3.42
302,Kinshasa,CD,2022-04-09 02:11:29,-4.3246,15.3215,73.71,94,97,0.54
303,Aljezur,PT,2022-04-09 02:11:29,37.3191,-8.8033,54.7,96,30,3.76
304,Esparta,HN,2022-04-09 02:11:30,15.7437,-87.1766,75.34,86,100,2.62
305,Bonavista,CA,2022-04-09 02:11:05,48.6499,-53.1147,31.57,87,48,3.4
306,Magistralnyy,RU,2022-04-09 02:11:30,56.1725,107.4458,34.05,71,98,5.97
307,Bilibino,RU,2022-04-09 02:11:31,68.0546,166.4372,-4.56,70,11,1.48
308,Meulaboh,ID,2022-04-09 02:11:31,4.1363,96.1285,80.71,76,27,2.91
309,Ouadda,CF,2022-04-09 02:11:31,8.0777,22.4007,70.74,59,93,3.87
310,Magdagachi,RU,2022-04-09 02:11:32,53.45,125.8,36.03,74,100,2.28
311,Kulhudhuffushi,MV,2022-04-09 02:11:32,6.6221,73.07,82.36,73,100,4.83
312,Provideniya,RU,2022-04-09 02:11:32,64.3833,-173.3,8.44,86,100,7.81
313,Xixiang,CN,2022-04-09 02:11:33,35.1628,112.865,83.98,24,93,5.86
314,Nikolo-Pavlovskoye,RU,2022-04-09 02:11:33,57.7831,60.0578,33.64,99,100,2.59
315,Tarancon,ES,2022-04-09 02:11:33,40.0085,-3.0073,50.22,93,55,8.57
316,Najran,SA,2022-04-09 02:11:34,17.4924,44.1277,65.5,24,0,1.88
317,Jeremie,HT,2022-04-09 02:11:34,18.65,-74.1167,77.34,77,29,0.74
318,Dzhebariki-Khaya,RU,2022-04-09 02:11:34,62.2167,135.8,25.09,86,100,0.85
319,Port Lincoln,AU,2022-04-09 02:10:02,-34.7333,135.8667,75.31,47,0,10.36
320,Sur,OM,2022-04-09 02:11:35,22.5667,59.5289,84.76,45,88,3.42
321,Bridgwater,GB,2022-04-09 02:11:35,51.1284,-3.0036,41.94,82,6,6.2
322,Korla,CN,2022-04-09 02:11:35,41.7597,86.1469,70.93,18,91,12.64
323,Newcastle Upon Tyne,GB,2022-04-09 02:08:10,54.9733,-1.614,35.89,85,13,8.59
324,Le Mars,US,2022-04-09 02:12:36,42.7942,-96.1656,44.56,45,0,6.91
325,Seoul,KR,2022-04-09 02:08:30,37.5683,126.9778,67.39,36,49,10.96
326,San Rafael,AR,2022-04-09 02:12:38,-34.6177,-68.3301,68.4,55,24,4.76
327,Salinopolis,BR,2022-04-09 02:12:39,-0.6136,-47.3561,76.75,90,97,4.59
328,Charters Towers,AU,2022-04-09 02:12:40,-20.1,146.2667,84.11,54,84,12.3
329,Ancud,CL,2022-04-09 02:12:42,-41.8697,-73.8203,50.23,79,74,3.87
330,Wilmington,US,2022-04-09 02:10:33,34.2257,-77.9447,58.91,52,0,5.75
331,Anadyr,RU,2022-04-09 02:12:44,64.75,177.4833,1.27,85,100,2.13
332,Hobyo,SO,2022-04-09 02:12:45,5.3505,48.5268,81.57,78,67,9.48
333,Sitio Novo Do Tocantins,BR,2022-04-09 02:12:46,-5.5183,-47.4611,73.08,97,100,2.86
334,Preston,GB,2022-04-09 02:12:48,53.7667,-2.7167,40.98,91,0,6.15
335,Bembereke,BJ,2022-04-09 02:12:49,10.2283,2.6634,82.35,51,100,9.44
336,Pueblo Nuevo,MX,2022-04-09 02:12:51,23.3833,-105.3833,55.38,66,38,1.23
337,Imeni Poliny Osipenko,RU,2022-04-09 02:12:54,52.4201,136.4853,28.56,90,100,4.65
338,Ostersund,SE,2022-04-09 02:12:56,63.1792,14.6357,27.61,100,100,9.22
339,Morant Bay,JM,2022-04-09 02:12:57,17.8815,-76.4093,80.22,84,41,5.53
340,Coruripe,BR,2022-04-09 02:08:06,-10.1256,-36.1756,77.61,85,30,3.51
341,Juneau,US,2022-04-09 02:08:31,58.3019,-134.4197,42.22,92,75,8.05
342,Santo Angelo,BR,2022-04-09 02:12:58,-28.2992,-54.2631,67.14,89,89,6.11
343,College,US,2022-04-09 02:10:12,64.8569,-147.8028,15.01,45,75,16.11
344,Ozernovskiy,RU,2022-04-09 02:12:58,51.5,156.5167,31.8,75,98,11.14
345,Kloulklubed,PW,2022-04-09 02:12:59,7.0419,134.2556,81.1,82,100,19.17
346,Buzuluk,RU,2022-04-09 02:12:59,52.7807,52.2635,41.14,77,100,10.6
347,Saint-Pierre,RE,2022-04-09 02:13:00,-21.3393,55.4781,76.68,78,100,10.36
348,Nyurba,RU,2022-04-09 02:13:01,63.2842,118.3319,25.81,90,99,7.49
349,Vila Velha,BR,2022-04-09 02:12:10,-20.3297,-40.2925,76.95,86,75,3.44
350,Havre-Saint-Pierre,CA,2022-04-09 02:13:01,50.2334,-63.5986,32.36,93,100,20.71
351,Saint-Augustin,CA,2022-04-09 02:10:14,51.226,-58.6502,31.3,94,100,11.39
352,Roma,US,2022-04-09 02:09:29,43.2128,-75.4557,46.09,82,20,5.01
353,Jardim,BR,2022-04-09 02:13:02,-21.4803,-56.1381,72.66,81,63,3.33
354,Nuuk,GL,2022-04-09 02:13:03,64.1835,-51.7216,23.61,86,75,14.97
355,Tiznit,MA,2022-04-09 02:13:04,29.5833,-9.5,63.19,47,0,1.74
356,Palafrugell,ES,2022-04-09 02:13:05,41.9174,3.1631,58.44,51,98,2.44
357,Manta,EC,2022-04-09 02:13:07,-0.95,-80.7333,76.78,78,40,8.05
358,Santiago Del Estero,AR,2022-04-09 02:13:07,-27.7951,-64.2615,67.87,82,0,6.96
359,Langenburg,DE,2022-04-09 02:13:08,49.2544,9.8458,34.84,96,100,8.05
360,Tres Arroyos,AR,2022-04-09 02:13:13,-38.3739,-60.2798,60.03,88,13,3.51
361,Ballina,AU,2022-04-09 02:13:17,-28.8667,153.5667,77.18,86,71,11.83
362,Puerto Escondido,MX,2022-04-09 02:13:20,15.85,-97.0667,81.43,69,40,3.44
363,Bluefield,US,2022-04-09 02:13:23,37.2698,-81.2223,36.36,91,100,10.36
364,Petropavlovsk-Kamchatskiy,RU,2022-04-09 02:13:26,53.0452,158.6483,39.79,45,20,13.42
365,Inta,RU,2022-04-09 02:13:30,66.0317,60.1659,-1.07,97,47,3.74
366,Ewa Beach,US,2022-04-09 02:10:18,21.3156,-158.0072,80.55,68,75,14.97
367,Lastoursville,GA,2022-04-09 02:13:34,-0.8143,12.7287,71.71,99,100,1.41
368,Alto Araguaia,BR,2022-04-09 02:13:36,-17.3147,-53.2153,72.07,79,3,1.54
369,Kimbe,PG,2022-04-09 02:10:07,-5.5502,150.1429,75.69,97,100,2.66
370,Pathein,MM,2022-04-09 02:14:36,16.7833,94.7333,86.23,61,6,7.23
371,Troitsko-Pechorsk,RU,2022-04-09 02:14:36,62.7084,56.1964,22.35,99,85,4.36
372,Yulara,AU,2022-04-09 02:14:37,-25.2406,130.9889,82.24,18,0,8.05
373,Thinadhoo,MV,2022-04-09 02:14:37,0.5333,72.9333,83.5,65,40,8.77
374,Awjilah,LY,2022-04-09 02:10:25,29.1081,21.2869,62.17,55,42,7.67
375,Vanavara,RU,2022-04-09 02:14:38,60.34,102.2797,25.97,84,47,3.27
376,Benghazi,LY,2022-04-09 02:14:38,32.1167,20.0667,60.3,70,5,5.91
377,Faya,SA,2022-04-09 02:14:38,18.3851,42.4509,54.12,38,0,1.23
378,Srednekolymsk,RU,2022-04-09 02:14:39,67.45,153.6833,-1.97,84,58,15.41
379,Marzuq,YE,2022-04-09 02:14:39,14.4,46.4667,65.01,26,0,4.83
380,Faanui,PF,2022-04-09 02:14:39,-16.4833,-151.75,82.58,73,87,15.79
381,Reserva,BR,2022-04-09 02:14:40,-24.6503,-50.8506,63.07,98,91,0.34
382,Ugoofaaru,MV,2022-04-09 02:14:40,5.6667,73.0,84.15,68,92,6.91
383,Norman Wells,CA,2022-04-09 02:11:35,65.282,-126.8329,33.33,94,100,4.18
384,Lagoa,PT,2022-04-09 02:14:40,39.05,-27.9833,57.42,75,100,33.71
385,Kirkuk,IQ,2022-04-09 02:14:41,35.4681,44.3922,65.98,35,100,6.26
386,Aklavik,CA,2022-04-09 02:14:41,68.2191,-135.0107,11.79,88,100,21.63
387,San Carlos Del Zulia,VE,2022-04-09 02:14:42,9.0,-71.9135,77.88,84,22,1.68
388,Ust-Nera,RU,2022-04-09 02:14:42,64.5667,143.2,21.33,90,100,6.44
389,El Cobre,CU,2022-04-09 02:14:42,20.0489,-75.9469,74.64,100,40,8.05
390,Nicoya,CR,2022-04-09 02:14:42,10.1483,-85.452,80.64,70,84,9.66
391,San Jeronimo,PE,2022-04-09 02:14:43,-11.9472,-75.2829,48.06,84,79,1.52
392,Santiago,CL,2022-04-09 02:14:20,-33.4569,-70.6483,70.99,47,0,8.05
393,Kutum,SD,2022-04-09 02:14:43,14.2,24.6667,74.03,18,0,4.88
394,Chuhar Kana,PK,2022-04-09 02:14:43,31.75,73.8,81.1,12,13,6.31
395,Banepa,NP,2022-04-09 02:14:44,27.6298,85.5214,64.72,82,75,2.3
396,Montrose,US,2022-04-09 02:13:31,38.4166,-108.2673,53.01,39,7,2.37
397,Namibe,AO,2022-04-09 02:14:44,-15.1961,12.1522,69.78,80,4,6.38
398,Vila,PT,2022-04-09 02:11:33,42.0304,-8.1588,41.88,94,100,2.37
399,Cabedelo,BR,2022-04-09 02:14:45,-6.9811,-34.8339,79.47,78,52,9.71
400,Iskateley,RU,2022-04-09 02:14:45,67.6803,53.1512,8.94,92,100,11.54
401,Natal,BR,2022-04-09 02:14:45,-5.795,-35.2094,77.65,94,20,3.44
402,Linxia,CN,2022-04-09 02:14:45,35.6003,103.2064,60.22,23,0,1.16
403,Nemuro,JP,2022-04-09 02:14:46,43.3236,145.575,38.59,83,100,22.79
404,Zinder,NE,2022-04-09 02:14:46,13.8072,8.9881,79.72,10,12,6.82
405,Indramayu,ID,2022-04-09 02:14:46,-6.3264,108.32,82.02,65,100,2.57
406,Bengkulu,ID,2022-04-09 02:14:47,-3.8004,102.2655,80.87,71,75,2.26
407,Abu Dhabi,AE,2022-04-09 02:14:35,24.4667,54.3667,76.96,72,0,3.44
408,Half Moon Bay,US,2022-04-09 02:12:50,37.4636,-122.4286,71.89,64,0,35.68
409,Victor Harbor,AU,2022-04-09 02:10:07,-35.5667,138.6167,68.0,79,0,1.01
410,Tessalit,ML,2022-04-09 02:14:47,20.1986,1.0114,81.45,14,1,13.15
411,Beyneu,KZ,2022-04-09 02:14:48,45.3167,55.2,55.04,61,43,6.44
412,Mincivan,AZ,2022-04-09 02:14:48,39.0294,46.7185,59.45,78,100,6.33
413,Sovetskiy,RU,2022-04-09 02:14:49,61.3614,63.5842,25.57,96,100,3.94
414,Codrington,AU,2022-04-09 02:14:49,-38.2667,141.9667,70.52,60,98,10.63
415,Sabang,ID,2022-04-09 02:14:49,5.8933,95.3214,82.31,72,96,4.56
416,Belmonte,BR,2022-04-09 02:14:50,-15.8631,-38.8828,77.07,79,5,2.64
417,Nizhnevartovsk,RU,2022-04-09 02:14:50,60.9344,76.5531,6.82,72,0,8.95
418,Jiexiu,CN,2022-04-09 02:15:50,37.0244,111.9125,77.54,15,0,9.28
419,Fallon,US,2022-04-09 02:15:51,39.4735,-118.7774,73.27,16,75,17.27
420,Baykit,RU,2022-04-09 02:15:51,61.67,96.37,24.78,86,92,1.86
421,Svobodnyy,RU,2022-04-09 02:15:51,51.4,128.1333,37.2,61,99,9.33
422,Zhigansk,RU,2022-04-09 02:15:52,66.7697,123.3711,12.42,83,61,12.39
423,Belyy Yar,RU,2022-04-09 02:15:09,53.6039,91.3903,40.89,52,40,17.9
424,Pacifica,US,2022-04-09 02:15:52,37.6138,-122.4869,69.64,67,75,35.68
425,Saryg-Sep,RU,2022-04-09 02:15:53,51.5,95.6,39.02,57,6,3.58
426,Conceicao Da Barra,BR,2022-04-09 02:15:53,-18.5933,-39.7322,74.71,79,44,3.6
427,Kyabe,TD,2022-04-09 02:15:53,9.4515,18.9449,83.61,39,15,7.27
428,Ciudad Bolivar,VE,2022-04-09 02:15:53,8.1222,-63.5497,83.62,56,100,16.08
429,Severnoye,RU,2022-04-09 02:15:54,56.3491,78.3619,24.53,87,71,11.39
430,Guozhen,CN,2022-04-09 02:15:54,34.3659,107.359,77.59,36,0,5.19
431,Barabai,ID,2022-04-09 02:15:54,-2.5833,115.3833,82.58,76,100,2.71
432,Vostok,RU,2022-04-09 02:10:55,46.4856,135.8833,40.46,83,74,4.0
433,Richards Bay,ZA,2022-04-09 02:13:06,-28.783,32.0377,64.15,92,100,1.81
434,Karratha,AU,2022-04-09 02:15:55,-20.7377,116.8463,90.79,37,20,9.82
435,Asau,RO,2022-04-09 02:15:55,46.4333,26.4,51.96,75,100,5.1
436,Antofagasta,CL,2022-04-09 02:14:32,-23.65,-70.4,61.88,82,56,5.26
437,Ankpa,NG,2022-04-09 02:15:56,7.3706,7.6253,76.59,85,99,6.93
438,Marawi,PH,2022-04-09 02:15:56,7.9986,124.2928,69.21,98,100,3.33
439,Smithers,CA,2022-04-09 02:15:56,54.7804,-127.1743,41.32,45,100,11.5
440,Kaeo,NZ,2022-04-09 02:15:57,-35.1,173.7833,72.32,63,0,9.62
441,Dali,CN,2022-04-09 02:15:57,25.7,100.1833,62.17,61,28,3.56
442,Clyde River,CA,2022-04-09 02:13:26,70.4692,-68.5914,-5.89,100,71,3.06
443,Xambioa,BR,2022-04-09 02:15:57,-6.4111,-48.5364,72.97,97,100,2.46
444,Gigmoto,PH,2022-04-09 02:15:58,13.7796,124.39,81.97,78,100,8.23
445,Nacala,MZ,2022-04-09 02:15:58,-14.5428,40.6728,70.65,95,5,6.11
446,Salalah,OM,2022-04-09 02:15:58,17.0151,54.0924,77.09,73,0,2.3
447,Leh,IN,2022-04-09 02:15:59,34.1667,77.5833,29.8,59,1,3.33
448,Bull Savanna,JM,2022-04-09 02:15:59,17.8868,-77.5902,74.14,84,50,2.24
449,Zoersel,BE,2022-04-09 02:15:59,51.2675,4.7126,41.88,85,100,9.22
450,Sayansk,RU,2022-04-09 02:16:00,54.1088,102.1648,36.86,78,100,5.7
451,Fort Nelson,CA,2022-04-09 02:16:00,58.8053,-122.7002,44.19,33,75,11.5
452,Alice Springs,AU,2022-04-09 02:16:00,-23.7,133.8833,81.95,20,0,6.91
453,Nizwa,OM,2022-04-09 02:16:01,22.9333,57.5333,77.86,20,95,1.45
454,Deputatskiy,RU,2022-04-09 02:16:01,69.3,139.9,-0.94,92,100,5.26
455,Betare Oya,CM,2022-04-09 02:16:02,5.6,14.0833,70.59,90,95,4.92
456,Vanimo,PG,2022-04-09 02:16:02,-2.6741,141.3028,84.74,68,100,1.72
457,Pekan,MY,2022-04-09 02:16:02,3.4836,103.3996,80.71,83,97,4.14
458,Gillette,US,2022-04-09 02:16:02,44.2911,-105.5022,58.8,32,0,10.36
459,Pacific Grove,US,2022-04-09 02:13:55,36.6177,-121.9166,66.22,71,0,8.05
460,Farafenni,GM,2022-04-09 02:16:03,13.5667,-15.6,83.79,27,9,4.59
461,Odweyne,SO,2022-04-09 02:16:03,9.4092,45.064,70.75,55,31,7.7
462,Nurobod,UZ,2022-04-09 02:16:03,40.9056,69.8023,65.37,60,100,5.21
463,Mandalgovi,MN,2022-04-09 02:16:04,45.7625,106.2708,57.83,26,51,22.19
464,Rocha,UY,2022-04-09 02:14:26,-34.4833,-54.3333,60.06,95,0,3.69
465,San,ML,2022-04-09 02:14:23,13.3034,-4.8956,89.35,11,6,9.93
466,Riyadh,SA,2022-04-09 02:17:04,24.6877,46.7219,71.74,13,72,6.06
467,Paita,PE,2022-04-09 02:17:05,-5.0892,-81.1144,71.64,80,73,11.25
468,Ust-Tsilma,RU,2022-04-09 02:17:05,65.441,52.1498,20.28,96,73,7.02
469,Znamenskoye,RU,2022-04-09 02:17:05,57.1281,73.8282,26.47,80,56,8.75
470,Tortoli,IT,2022-04-09 02:17:06,39.9256,9.6572,62.42,31,0,18.41
471,Coffs Harbour,AU,2022-04-09 02:17:06,-30.3,153.1333,70.12,88,75,3.44
472,Fortuna,US,2022-04-09 02:17:06,40.5982,-124.1573,51.66,77,75,23.02
473,Gambela,ET,2022-04-09 02:17:07,8.25,34.5833,77.92,60,90,4.68
474,Eqbaliyeh,IR,2022-04-09 02:17:07,35.3022,51.5358,71.42,20,100,6.62
475,Kirakira,SB,2022-04-09 02:17:07,-10.4544,161.9205,85.28,71,53,7.99
476,Maragogi,BR,2022-04-09 02:17:08,-9.0122,-35.2225,77.95,85,39,0.67
477,Victoria Point,AU,2022-04-09 02:17:08,-27.5833,153.3,76.17,88,45,7.0
478,Nantucket,US,2022-04-09 02:17:08,41.2835,-70.0995,48.31,92,0,8.05
479,La Sarre,CA,2022-04-09 02:15:46,48.8002,-79.1996,33.76,97,100,4.03
480,La Tuque,CA,2022-04-09 02:17:07,47.4334,-72.7824,35.85,93,100,4.61
481,Caceres,ES,2022-04-09 02:17:09,39.522,-6.3748,52.3,87,95,5.75
482,Murgab,TM,2022-04-09 02:17:09,37.4966,61.9714,58.87,63,0,4.61
483,North Bend,US,2022-04-09 02:17:09,43.4065,-124.2243,53.24,81,100,11.5
484,Palmer,US,2022-04-09 02:17:10,42.1584,-72.3287,51.35,80,20,3.44
485,Mbandaka,CD,2022-04-09 02:17:10,0.0487,18.2603,71.44,88,100,2.86
486,Havelock,US,2022-04-09 02:17:10,34.8791,-76.9013,62.96,59,0,8.05
487,Komsomolskiy,UZ,2022-04-09 02:17:11,40.4272,71.7189,72.32,33,100,9.22
488,Lovozero,RU,2022-04-09 02:17:11,68.005,35.0117,33.98,98,100,20.94
489,Medea,DZ,2022-04-09 02:17:11,36.2642,2.7539,47.43,53,69,2.98
490,Antalaha,MG,2022-04-09 02:17:12,-14.9003,50.2788,73.27,90,47,6.85
491,Kysyl-Syr,RU,2022-04-09 02:17:12,63.8986,122.7617,26.53,91,98,4.05
492,Henties Bay,NA,2022-04-09 02:17:12,-22.116,14.2845,60.31,83,0,6.17
493,Balkanabat,TM,2022-04-09 02:17:13,39.5108,54.3671,65.84,39,7,4.74
494,Bloomington,US,2022-04-09 02:17:13,44.8408,-93.2983,41.54,39,0,11.5
495,Lakes Entrance,AU,2022-04-09 02:17:13,-37.8811,147.981,76.15,67,94,9.55
496,Kichmengskiy Gorodok,RU,2022-04-09 02:17:14,59.9816,45.7854,37.17,93,100,9.73
497,Partur,IN,2022-04-09 02:17:14,19.6,76.2167,86.68,20,1,8.03
498,Santa Flavia,IT,2022-04-09 02:17:14,38.085,13.5351,64.13,57,0,11.18
499,Tarauaca,BR,2022-04-09 02:17:15,-8.1614,-70.7656,74.35,97,99,1.48
500,Marsh Harbour,BS,2022-04-09 02:17:15,26.5412,-77.0636,73.06,62,94,11.03
501,Kidal,ML,2022-04-09 02:17:15,18.4411,1.4078,85.1,13,12,14.72
502,Carballo,ES,2022-04-09 02:17:15,43.213,-8.691,49.87,91,97,3.4
503,Port Blair,IN,2022-04-09 02:17:16,11.6667,92.75,82.44,83,40,6.91
504,Kuah,MY,2022-04-09 02:17:16,6.3265,99.8432,85.98,70,20,5.75
505,Itaituba,BR,2022-04-09 02:13:20,-4.2761,-55.9836,74.37,99,100,4.61
506,Portland,US,2022-04-09 02:17:08,45.5234,-122.6762,52.48,66,75,16.11
507,Katsuura,JP,2022-04-09 02:17:16,35.1333,140.3,68.02,67,39,18.59
508,Yanai,JP,2022-04-09 02:17:17,33.9667,132.1167,64.4,57,0,5.37
509,Gbarnga,LR,2022-04-09 02:17:17,6.9956,-9.4722,74.44,98,100,2.95
510,Monte Alegre,BR,2022-04-09 02:17:17,-2.0078,-54.0692,74.32,96,99,5.17
511,Mata,PT,2022-04-09 02:17:18,40.683,-7.4592,54.93,99,100,4.72
512,Gazanjyk,TM,2022-04-09 02:18:18,39.2446,55.5154,67.41,34,83,6.38
513,Maniitsoq,GL,2022-04-09 02:18:18,65.4167,-52.9,13.5,86,29,11.63
514,Port-Gentil,GA,2022-04-09 02:18:19,-0.7193,8.7815,80.62,84,100,11.9
515,Kijang,KR,2022-04-09 02:14:11,35.2442,129.2139,65.35,48,0,15.14
516,Moose Factory,CA,2022-04-09 02:18:19,51.2585,-80.6094,28.4,93,100,11.5
517,Namuac,PH,2022-04-09 02:18:19,18.6109,121.1657,80.49,76,70,12.12
518,Vuktyl,RU,2022-04-09 02:18:20,63.8567,57.3094,14.05,95,60,3.53
519,Lebyazhye,RU,2022-04-09 02:18:20,55.2689,66.4947,33.48,72,90,4.09
520,Cochrane,CA,2022-04-09 02:18:20,51.1834,-114.4687,47.01,34,40,26.46
521,Te Anau,NZ,2022-04-09 02:18:20,-45.4167,167.7167,60.87,49,12,0.81
522,Luanda,AO,2022-04-09 02:13:43,-8.8368,13.2343,76.44,91,100,5.88
523,Okhotsk,RU,2022-04-09 02:18:21,59.3833,143.3,25.2,84,79,4.25
524,Lawrenceburg,US,2022-04-09 02:18:21,38.0373,-84.8966,39.78,86,100,6.91
525,Tabou,CI,2022-04-09 02:18:21,4.423,-7.3528,80.47,84,100,6.08
526,Noumea,NC,2022-04-09 02:18:22,-22.2763,166.4572,84.99,99,79,13.65
527,Coutances,FR,2022-04-09 02:18:22,49.05,-1.4333,39.56,87,43,9.04
528,Pafos,CY,2022-04-09 02:17:16,34.7667,32.4167,55.18,82,0,5.75
529,Ilulissat,GL,2022-04-09 02:18:22,69.2167,-51.1,12.22,85,20,5.75
530,Kashi,CN,2022-04-09 02:18:23,39.4547,75.9797,67.21,18,40,4.47
531,Barcelos,PT,2022-04-09 02:18:23,41.5388,-8.6151,52.68,95,88,3.4
532,Lompoc,US,2022-04-09 02:18:23,34.6391,-120.4579,77.14,71,0,10.36
533,Bad Schwartau,DE,2022-04-09 02:18:24,53.9189,10.6969,36.39,93,20,6.91
534,Yerazgavors,AM,2022-04-09 02:18:24,40.7,43.75,36.37,100,100,3.44
535,Santa Maria,BR,2022-04-09 02:18:24,-29.6842,-53.8069,62.8,96,1,4.59
536,Boddam,GB,2022-04-09 02:18:25,57.4667,-1.7833,35.98,90,99,22.3
537,Weyburn,CA,2022-04-09 02:18:25,49.6668,-103.8511,46.62,29,33,14.97
538,Sumenep,ID,2022-04-09 02:18:25,-7.0167,113.8667,83.8,73,24,5.91
539,Dalby,AU,2022-04-09 02:18:26,-27.1833,151.2667,79.99,53,22,5.99
540,Araguacu,BR,2022-04-09 02:18:26,-12.9306,-49.8264,76.96,73,43,1.41
541,Leshukonskoye,RU,2022-04-09 02:18:26,64.8989,45.7622,34.59,93,100,11.63
542,Kislyakovskaya,RU,2022-04-09 02:18:26,46.4417,39.675,47.03,91,90,19.35
543,Mastic Beach,US,2022-04-09 02:18:27,40.7668,-72.8521,50.11,78,0,10.0
544,Rudbar,AF,2022-04-09 02:18:27,30.15,62.6,76.03,11,5,5.66
545,Alihe,CN,2022-04-09 02:18:27,50.5667,123.7167,45.18,48,42,7.02
546,Moorhead,US,2022-04-09 02:18:28,46.8739,-96.7676,38.98,76,0,6.91
547,Mtambile,TZ,2022-04-09 02:18:28,-5.3833,39.7,80.89,72,5,4.97
548,Maksatikha,RU,2022-04-09 02:18:28,57.797,35.8825,37.49,95,100,8.28
549,Diamantino,BR,2022-04-09 02:18:29,-14.4086,-56.4461,74.21,83,57,4.21
550,Kandrian,PG,2022-04-09 02:18:29,-6.2167,149.55,75.7,97,100,5.7
551,Gat,IL,2022-04-09 02:18:29,31.61,34.7642,58.41,100,9,2.26
552,Cuamba,MZ,2022-04-09 02:18:29,-14.8031,36.5372,64.87,99,53,2.17
553,Altay,CN,2022-04-09 02:18:10,47.8667,88.1167,40.62,71,11,1.95
554,Vila Franca Do Campo,PT,2022-04-09 02:18:04,37.7167,-25.4333,63.01,90,91,32.66
555,Aswan,EG,2022-04-09 02:18:30,24.0934,32.907,79.61,22,69,12.24
556,Dawei,MM,2022-04-09 02:18:30,14.0833,98.2,88.21,39,81,0.27
557,Kawalu,ID,2022-04-09 02:19:30,-7.3817,108.2082,80.65,67,100,2.89
558,Shache,CN,2022-04-09 02:19:31,38.4167,77.2406,68.54,12,57,4.61
559,Fagernes,NO,2022-04-09 02:19:31,60.9858,9.2324,18.18,90,100,4.16
560,Moron,AR,2022-04-09 02:17:44,-34.6534,-58.6198,67.96,91,100,6.15
561,Yerbogachen,RU,2022-04-09 02:19:31,61.2767,108.0108,25.05,91,100,2.75
562,Kargasok,RU,2022-04-09 02:19:32,59.0556,80.8572,19.44,91,100,18.21
563,Drakino,RU,2022-04-09 02:19:32,51.139,39.4021,48.18,91,100,3.4
564,Flin Flon,CA,2022-04-09 02:15:07,54.7682,-101.865,33.53,84,100,13.42
565,Suntar,RU,2022-04-09 02:19:32,62.1444,117.6319,27.48,83,61,5.91
566,San Carlos De Bariloche,AR,2022-04-09 02:19:33,-41.1456,-71.3082,51.55,71,40,5.75
567,Anloga,GH,2022-04-09 02:19:33,5.7947,0.8973,82.0,86,100,12.82
568,Imbituba,BR,2022-04-09 02:19:33,-28.24,-48.6703,70.83,93,100,7.29
569,Sakakah,SA,2022-04-09 02:19:34,29.9697,40.2064,71.17,25,100,12.24
570,Menongue,AO,2022-04-09 02:19:34,-14.6585,17.691,61.68,92,18,3.83
571,Acajutla,SV,2022-04-09 02:19:34,13.5928,-89.8275,82.63,74,100,7.2
572,Turtas,RU,2022-04-09 02:19:35,58.9417,69.1325,22.87,89,47,2.28
573,Mandan,US,2022-04-09 02:17:41,46.8267,-100.8896,46.81,30,0,5.75
574,Urumqi,CN,2022-04-09 02:16:28,43.801,87.6005,56.35,51,0,4.47
575,Jackson,US,2022-04-09 02:17:33,42.4165,-122.8345,57.07,42,0,16.11
